t,dt,step,state_seq,control_mode,drive_mode,gripper_cmd,gripper_width,q0,q1,q2,q3,q4,q5,q6
0.0,0.0,0,0,takeover,cartesian_freedrive,-1.0,0.07999993803781141,0.1492737828796396,0.6075009414475847,0.06956231949304928,-1.6398848844203466,-0.11229834923241507,2.4144929254793355,1.0659676295737035
0.03333333333333333,0.03333333333333333,1,1,takeover,cartesian_freedrive,-1.0,0.079999963638624,0.14912496637953382,0.6039703027417628,0.06993920879747693,-1.63781703139473,-0.1117421096059042,2.4088994075299,1.0654514107316453
0.06666666666666667,0.03333333333333333,2,2,takeover,cartesian_freedrive,-1.0,0.0799999656050878,0.14895317448201997,0.5999096141879627,0.07037186419825561,-1.6354390896582205,-0.11110331676376657,2.402463597281361,1.0648587494723132
0.1,0.03333333333333334,3,3,takeover,cartesian_freedrive,-1.0,0.07999996081556125,0.1487809741308293,0.5958464889296106,0.07080516415345361,-1.6330594322605871,-0.11046455110625804,2.396023220268415,1.0642660340539483
0.13333333333333333,0.033333333333333326,4,4,takeover,cartesian_freedrive,-1.0,0.0799999543736137,0.14860877905344397,0.5917833430413518,0.0712384964916824,-1.6306797387737058,-0.1098257645408996,2.3895828790053693,1.0636732892257568
0.16666666666666666,0.033333333333333326,5,5,takeover,cartesian_freedrive,-1.0,0.07999995466386994,0.14843675393287703,0.587720139578273,0.07167157120715792,-1.6283001919496307,-0.10918675090176687,2.383142781794254,1.0630803847092367
0.2,0.033333333333333354,6,6,takeover,cartesian_freedrive,-1.0,0.07999995383921987,0.14826477166417285,0.5836569197459321,0.07210460223924578,-1.625920672338649,-0.10854767600699206,2.3767027600361907,1.062487433295026
0.23333333333333334,0.033333333333333326,7,7,takeover,cartesian_freedrive,-1.0,0.07999994937379265,0.14809254228706126,0.579593775054629,0.07253797494613941,-1.6235409814016724,-0.10790890708479614,2.3702624178776657,1.061894699959709
0.26666666666666666,0.033333333333333326,8,8,takeover,cartesian_freedrive,-1.0,0.07999994977779351,0.14792053771802421,0.5755305469493666,0.07297103723463637,-1.6211614486951242,-0.10726982788892715,2.3638224488587336,1.0613017358912211
0.3,0.033333333333333326,9,9,takeover,cartesian_freedrive,-1.0,0.07999995099900442,0.147748560123923,0.5714673102256161,0.07340406295298339,-1.6187819562418428,-0.10663071185416328,2.3573825098042596,1.0607087511371345
0.3333333333333333,0.033333333333333326,10,10,takeover,cartesian_freedrive,-1.0,0.07999995114135539,0.14757657433836086,0.5674040754004237,0.07383710025868935,-1.6164024386572704,-0.1059916068888015,2.350942569942741,1.0601157687198077
0.36666666666666664,0.033333333333333326,11,11,takeover,cartesian_freedrive,-1.0,0.07999997418568364,0.14761303422784233,0.5674760023000985,0.07383407149517374,-1.6155961003875283,-0.1059364385626582,2.3502074613674693,1.0600742864208845
0.4,0.03333333333333338,12,12,takeover,cartesian_freedrive,-1.0,0.07999997493919778,0.14781469567064093,0.5706658138512924,0.07350749942472193,-1.6157670433982079,-0.10630546833924187,2.353565629707137,1.060435862645716
0.43333333333333335,0.033333333333333326,13,13,takeover,cartesian_freedrive,-1.0,0.07999997411087104,0.14801729580849343,0.5738705201635217,0.07317949566209009,-1.6159388052117345,-0.10667622077859287,2.3569394650772564,1.0607991339829355
0.4666666666666667,0.033333333333333326,14,14,takeover,cartesian_freedrive,-1.0,0.0799999730720528,0.14821990188369005,0.5770752975785572,0.07285144705669319,-1.6161105794771193,-0.10704697935911653,2.360313375821268,1.0611624135384425
0.5,0.033333333333333326,15,15,takeover,cartesian_freedrive,-1.0,0.0799999731482311,0.14842250441715468,0.5802800769034219,0.07252345478867248,-1.616282330533192,-0.10741774436882429,2.3636872871218424,1.0615256929437373
0.5333333333333333,0.033333333333333326,16,16,takeover,cartesian_freedrive,-1.0,0.07999997327502723,0.14862510670887466,0.5834848563222801,0.07219547391640228,-1.6164540803541252,-0.10778850961863648,2.3670611984129395,1.061888972344748
0.5666666666666667,0.033333333333333326,17,17,takeover,cartesian_freedrive,-1.0,0.0799999719156098,0.14882771319112875,0.5866896339002653,0.07186742865730199,-1.6166258579769521,-0.10815926706219699,2.37043510947275,1.062252251969618
0.6,0.033333333333333326,18,18,takeover,cartesian_freedrive,-1.0,0.07999997074197286,0.149030319060556,0.5898944117384892,0.07153939832452287,-1.6167976319792499,-0.10853002538161272,2.3738090205548,1.0626155315641057
0.6333333333333333,0.033333333333333326,19,19,takeover,cartesian_freedrive,-1.0,0.07999997036159885,0.14923292282138992,0.593099190536665,0.07121138555947198,-1.6169693912283656,-0.10890078804880608,2.3771829317918343,1.0629788110335938
0.6666666666666666,0.033333333333333326,20,20,takeover,cartesian_freedrive,-1.0,0.07999996976295928,0.14943552707314742,0.5963039690957095,0.07088337860276436,-1.617141154478558,-0.10927154937901178,2.3805568429589505,1.0633420905444497
0.7,0.033333333333333326,21,21,takeover,cartesian_freedrive,-1.0,0.0799999681768736,0.14963813434629225,0.5995087463082228,0.07055533567479268,-1.6173129387336573,-0.10964230452541598,2.3839307539364287,1.0637053702228862
0.7333333333333333,0.033333333333333326,22,22,takeover,cartesian_freedrive,-1.0,0.0799999682746485,0.14984073682920881,0.602713525674179,0.07022734314053233,-1.6174846895472257,-0.1100130695213856,2.387304665242661,1.0640686496224339
0.7666666666666667,0.03333333333333344,23,23,takeover,cartesian_freedrive,-1.0,0.079999968382472,0.15004333924888,0.605918305070414,0.06989935123114438,-1.617656439878759,-0.11038383466376471,2.3906785765533307,1.0644319290176347
0.8,0.033333333333333326,24,24,takeover,cartesian_freedrive,-1.0,0.07999996672881396,0.15024594634726404,0.6091230823995027,0.06957129469072908,-1.617828222541846,-0.1107545903571135,2.394052487582388,1.06479520867396
0.8333333333333334,0.033333333333333326,25,25,takeover,cartesian_freedrive,-1.0,0.07999996497899287,0.1504485532364449,0.612327859776714,0.06924326929106839,-1.6180000053153882,-0.11112534557446657,2.397426398538957,1.065158488345909
0.8666666666666667,0.033333333333333326,26,26,takeover,cartesian_freedrive,-1.0,0.07999996479019478,0.15065115671767743,0.6155326387101764,0.06891526381279724,-1.618171763220596,-0.1114961084132762,2.400800309782147,1.065521767800129
0.9,0.033333333333333326,27,27,takeover,cartesian_freedrive,-1.0,0.07999996487870265,0.1508537592503366,0.6187374180681309,0.06858726963276623,-1.6183435144211313,-0.11186687324597754,2.4041742210871826,1.065885047199243
0.9333333333333333,0.033333333333333326,28,28,takeover,cartesian_freedrive,-1.0,0.07999996317188321,0.15105636613170456,0.6219421954983059,0.06825922148667057,-1.618515296463686,-0.11223762883629737,2.4075481321135546,1.0662483268467278
0.9666666666666667,0.033333333333333326,29,29,takeover,cartesian_freedrive,-1.0,0.07999996233477788,0.15125897193226429,0.6251469733533618,0.0679312164612104,-1.618687072582867,-0.1126083856239585,2.4109220432129774,1.0666116064009947
1.0,0.033333333333333326,30,30,takeover,cartesian_freedrive,-1.0,0.07999996244756186,0.15146157439601973,0.6283517527497899,0.06760322383714724,-1.6188588234265593,-0.11297915050027306,2.4142959545226463,1.0669748857934267
1.0333333333333334,0.03333333333333344,31,31,takeover,cartesian_freedrive,-1.0,0.07999996166256107,0.151664179197341,0.6315565311177789,0.06727519937225064,-1.619030590888593,-0.11334991038564374,2.417669865686676,1.067338165319292
1.0666666666666667,0.033333333333333215,32,32,takeover,cartesian_freedrive,-1.0,0.07999996047068356,0.15186678492976935,0.6347613090713954,0.06694716727889313,-1.6192023653401597,-0.11372066806013909,2.4210437767803543,1.0677014449008007
