t,dt,step,state_seq,control_mode,drive_mode,gripper_cmd,gripper_width,q0,q1,q2,q3,q4,q5,q6
0.0,0.0,0,0,takeover,cartesian_freedrive,-1.0,0.07999998929891343,0.21767647626806325,-0.029503374674862727,0.11977628213729621,-2.6014913987201753,-0.1339426047503272,2.732965311334843,1.241541526718013
0.03333333333333333,0.03333333333333333,1,1,takeover,cartesian_freedrive,-1.0,0.07999999288488023,0.2187745455786424,-0.029495001777715434,0.1213676830419863,-2.600762956164987,-0.13694651831748544,2.732139179210628,1.2472108650873575
0.06666666666666667,0.03333333333333333,2,2,takeover,cartesian_freedrive,-1.0,0.07999999805832755,0.21893692565605763,-0.031212775342281666,0.12138395681992825,-2.6004699508183102,-0.13571562570154097,2.7302595720795355,1.2461563012939942
0.1,0.03333333333333333,3,3,takeover,cartesian_freedrive,-1.0,0.08000000122496406,0.21908931081125668,-0.03298221066254811,0.12137454812922728,-2.6001900356229717,-0.13441266532975235,2.7283466964989205,1.2449950826928105
0.13333333333333333,0.03333333333333333,4,4,takeover,cartesian_freedrive,-1.0,0.08000000439009289,0.2192435549166112,-0.03474880936923727,0.12136004602682629,-2.599905552918427,-0.1331201021335051,2.726432010258836,1.2438410567965439
0.16666666666666666,0.03333333333333333,5,5,takeover,cartesian_freedrive,-1.0,0.07999999980910046,0.21942862921661413,-0.03679266984784952,0.12135084945864087,-2.599583657277334,-0.1316944869440415,2.7242039898103387,1.242589655589035
0.2,0.03333333333333333,6,6,takeover,cartesian_freedrive,-1.0,0.07999999732423874,0.21961651193151213,-0.03883153124586596,0.12133623029811119,-2.599254045463637,-0.13028490764936612,2.7219720204370055,1.241351733891372
0.23333333333333334,0.03333333333333333,7,7,takeover,cartesian_freedrive,-1.0,0.07999999600692695,0.21980657014466212,-0.040865710141113766,0.12131569627394248,-2.598918147837676,-0.12888971245278602,2.7197377576649755,1.2401245574237696
0.26666666666666666,0.03333333333333333,8,8,takeover,cartesian_freedrive,-1.0,0.07999999276408272,0.2199986201450337,-0.042893048796793676,0.12129000584324223,-2.5985751538718467,-0.12751075605878417,2.7175025402695656,1.2389104484729763
0.3,0.03333333333333333,9,9,takeover,cartesian_freedrive,-1.0,0.07999998375406434,0.220198064475124,-0.04493719402086299,0.12127416178514121,-2.598237542612063,-0.12619268824069635,2.7152355690798173,1.237774885831535
0.3333333333333333,0.03333333333333333,10,10,takeover,cartesian_freedrive,-1.0,0.07999997731607819,0.2203994726963795,-0.04697436404704711,0.12125365354344843,-2.5978928169888085,-0.12489095373003516,2.7129675265790962,1.236652921942088
0.36666666666666664,0.03333333333333333,11,11,takeover,cartesian_freedrive,-1.0,0.07999995888812436,0.22060218151036476,-0.04900687292975565,0.12122834318367016,-2.5975419589595328,-0.12360245056003849,2.7106975229919037,1.2355406976087642
0.4,0.03333333333333333,12,12,takeover,cartesian_freedrive,-1.0,0.0799999607998566,0.22080683210030297,-0.05103236326830983,0.12119810275716307,-2.5971839217631083,-0.12232950425500154,2.708426439263233,1.2344409812696464
0.43333333333333335,0.03333333333333333,13,13,takeover,cartesian_freedrive,-1.0,0.07999998018389554,0.22101806442108105,-0.05307321983173029,0.12117872208302113,-2.5968315985588135,-0.12111679240931265,2.7061253677540376,1.233419595559274
0.4666666666666667,0.03333333333333333,14,14,takeover,cartesian_freedrive,-1.0,0.07999998285930811,0.2212303654272679,-0.05510695424904658,0.1211558259327465,-2.596472211988114,-0.11991922446149239,2.7038237038922595,1.2324107934907405
0.5,0.03333333333333333,15,15,takeover,cartesian_freedrive,-1.0,0.07999997148545016,0.22144354107392114,-0.05713607289472201,0.12112873591546769,-2.5961067726252254,-0.1187338724474237,2.7015201638396102,1.2314108332798088
0.5333333333333333,0.03333333333333333,16,16,takeover,cartesian_freedrive,-1.0,0.07999997755886301,0.22165795502229182,-0.05915933800635919,0.12109737800573735,-2.5957347427492885,-0.11756183545317507,2.699215260687538,1.2304210472325818
0.5666666666666667,0.03333333333333333,17,17,takeover,cartesian_freedrive,-1.0,0.07999997654736465,0.22187751353343707,-0.06119527427763185,0.12107921622214969,-2.5953676166996655,-0.11645013275397419,2.696882693050035,1.2295107792079591
0.6,0.03333333333333333,18,18,takeover,cartesian_freedrive,-1.0,0.07999997918501678,0.2220979845930377,-0.06322649979253672,0.12105733556664876,-2.5949944592770686,-0.11535053533206874,2.6945481716899655,1.2286096986581558
0.6333333333333333,0.03333333333333333,19,19,takeover,cartesian_freedrive,-1.0,0.07999998526524879,0.22231930882671788,-0.06525051115819429,0.12103205573974977,-2.5946142011317552,-0.11426438623309444,2.692213222645438,1.2277193188195248
0.6666666666666666,0.03333333333333333,20,20,takeover,cartesian_freedrive,-1.0,0.07999998571726678,0.22254104055890522,-0.06726993766732423,0.12100327405372369,-2.59422797640876,-0.11318933486382796,2.6898764736096883,1.226836818642322
0.7,0.03333333333333333,21,21,takeover,cartesian_freedrive,-1.0,0.07999999424300547,0.22276721791839132,-0.06930307214702791,0.12098844071176044,-2.5938472999022943,-0.11217176799238042,2.687511951518154,1.226031336297134
0.7333333333333333,0.03333333333333333,22,22,takeover,cartesian_freedrive,-1.0,0.07999999226696299,0.22299350940047516,-0.07132884064042402,0.12097148335444238,-2.5934595452109592,-0.11116726149135,2.68514720268103,1.225236673358071
0.7666666666666667,0.03333333333333333,23,23,takeover,cartesian_freedrive,-1.0,0.07999998843739017,0.2232202168515094,-0.07335001226294163,0.12095118759438007,-2.593065850844311,-0.1101730523144428,2.682780708571046,1.2244492052556724
0.8,0.03333333333333333,24,24,takeover,cartesian_freedrive,-1.0,0.07999998528889714,0.22344692522616166,-0.07536526000341587,0.12092828977764909,-2.592665697283747,-0.10918996267954698,2.680413311453776,1.223670053570818
0.8333333333333334,0.03333333333333333,25,25,takeover,cartesian_freedrive,-1.0,0.07999998759700447,0.2236773891095878,-0.07739251840370853,0.12092066920824183,-2.5922705717657495,-0.10826357587071851,2.6780195667361637,1.2229679636835067
0.8666666666666667,0.03333333333333333,26,26,takeover,cartesian_freedrive,-1.0,0.07999999222495668,0.2239081628486212,-0.07941512718982159,0.12091031162733178,-2.5918695399580587,-0.10734723325393354,2.6756240772271145,1.2222732761827204
0.9,0.03333333333333333,27,27,takeover,cartesian_freedrive,-1.0,0.07999999019720572,0.2241385926738044,-0.08143177642229175,0.12089788386605724,-2.59146205483009,-0.10644115064725043,2.6732277752106977,1.2215861770332055
0.9333333333333333,0.03333333333333333,28,28,takeover,cartesian_freedrive,-1.0,0.07999999655899118,0.22436939257633315,-0.08344092017009776,0.12088297393759913,-2.5910474434318136,-0.10554645299832925,2.670831398625579,1.2209080340772442
0.9666666666666667,0.03333333333333333,29,29,takeover,cartesian_freedrive,-1.0,0.07999999518877311,0.2246025184254194,-0.08546475410346022,0.12088451237332384,-2.590639228594587,-0.10470426802165746,2.6684078568014393,1.2203028887998084
1.0,0.03333333333333333,30,30,takeover,cartesian_freedrive,-1.0,0.0799999953955531,0.22483560191286922,-0.08748251789623203,0.12088417359674114,-2.5902245514925424,-0.10387215283185142,2.665983467524995,1.2197055849120308
1.0333333333333334,0.03333333333333333,31,31,takeover,cartesian_freedrive,-1.0,0.07999999558958734,0.22506855794995648,-0.08949268328190538,0.12088203723593847,-2.5898027435140825,-0.10305051598701984,2.6635591814859447,1.219116480800224
1.0666666666666667,0.03333333333333333,32,32,takeover,cartesian_freedrive,-1.0,0.07999999402377399,0.22530108013874003,-0.09149832459936777,0.1208778103851504,-2.5893751313186817,-0.10223707534783592,2.6611333524095264,1.2185327863164868
1.1,0.03333333333333333,33,33,takeover,cartesian_freedrive,-1.0,0.07999999335364535,0.22553551124284751,-0.09351697737721983,0.12089106595656908,-2.588953391012262,-0.10147531551392537,2.658681758758504,1.218022098308461
1.1333333333333333,0.03333333333333333,34,34,takeover,cartesian_freedrive,-1.0,0.07999999417766968,0.22576989719596513,-0.09552947847701353,0.12090263499740722,-2.588525169807073,-0.10072274482191372,2.6562293842447944,1.217518502511761
1.1666666666666667,0.03333333333333333,35,35,takeover,cartesian_freedrive,-1.0,0.07999999453318238,0.22600376692484858,-0.09753428852163613,0.12091297653623456,-2.588089808819867,-0.09997967777032923,2.653777261441023,1.217022276527166
1.2,0.03333333333333333,36,36,takeover,cartesian_freedrive,-1.0,0.07999999574576566,0.22623736269523068,-0.0995345609873816,0.12092125078790066,-2.5876486646050574,-0.09924397840153087,2.651323628218927,1.216530758413555
1.2333333333333334,0.03333333333333333,37,37,takeover,cartesian_freedrive,-1.0,0.07999999684465103,0.22647235520026923,-0.10154761529489927,0.12094782816209598,-2.587213459237237,-0.09855811303814652,2.6488447957590213,1.2161109821395297
